customer_id,customer_name,segment,market_id,active_years
CUST-DE-000029,Maria Rauscher,Consumer,1,"[2023, 2024]"
CUST-DE-000030,Mr Hugh Young,Government,1,[2022]
CUST-DE-000031,Tina Tyler-Ross,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000032,Samuel Höfler-Staudacher,Government,1,"[2022, 2023]"
CUST-DE-000033,Manuela Brunner,Corporate,1,[2022]
CUST-DE-000034,Philip Smith,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000035,Amleto Sollima,Consumer,1,[2022]
CUST-DE-000036,Leon Wittmann,Consumer,1,[2022]
CUST-DE-000037,Roy Kitzmann-Langern,Consumer,1,"[2022, 2023]"
CUST-DE-000038,Hannelore Mielcarek B.Sc.,Consumer,1,[2022]
CUST-DE-000039,Dr. Alexa Beckmann B.A.,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000040,Mattia Ferraris,Consumer,1,"[2023, 2024]"
CUST-DE-000041,Christine Wild,Consumer,1,"[2022, 2023]"
CUST-DE-000042,Lotti Schüler B.Eng.,Consumer,1,"[2023, 2024]"
CUST-DE-000043,Rebecca Eckbauer,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000044,Viktor Seebacher-Widhalm,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000045,Ali Zänker MBA.,Consumer,1,"[2022, 2023]"
CUST-DE-000046,Dr. Kristian Klaus,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000047,Toni Benthin,Consumer,1,[2022]
CUST-DE-000048,Tristan Bartl-Neumayr,Consumer,1,"[2023, 2024]"
CUST-DE-000049,Joanne Russell,Government,1,"[2022, 2023]"
CUST-DE-000050,Leni Enzinger,Consumer,1,"[2022, 2023]"
CUST-DE-000051,Dr Patricia Hudson,Corporate,1,[2022]
CUST-DE-000052,Beni Kölbl,Consumer,1,[2022]
CUST-DE-000053,Stephen James-Williams,Corporate,1,[2022]
CUST-DE-000054,Leonardo Weinberger,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000055,Sig.ra Aria Niggli,Consumer,1,"[2023, 2024]"
CUST-DE-000056,Hans Jürgen Süßebier,Consumer,1,"[2023, 2024]"
CUST-DE-000057,Geza Gieß,Consumer,1,"[2023, 2024]"
CUST-DE-000058,Ing. Arif Schenk B.A.,Corporate,1,"[2022, 2023]"
CUST-DE-000059,Clare Slater,Consumer,1,"[2022, 2023]"
CUST-DE-000060,Gabriel Koch,Corporate,1,[2022]
CUST-DE-000061,Dr. Domenico Metz B.Sc.,Consumer,1,"[2022, 2023]"
CUST-DE-000062,Univ.Prof. Finn Feigl,Corporate,1,"[2023, 2024]"
CUST-DE-000063,Hans-Albert Käster MBA.,Government,1,"[2022, 2023]"
CUST-DE-000064,Marcantonio Falier-Bottigliero,Consumer,1,"[2023, 2024]"
CUST-DE-000065,Carolina Kohl,Consumer,1,[2022]
CUST-DE-000066,Jade Saunders,Consumer,1,"[2022, 2023]"
CUST-DE-000067,Lucy Harris,Consumer,1,"[2022, 2023]"
CUST-DE-000068,Anita Wegscheider-Felder,Consumer,1,[2022]
CUST-DE-000069,Anneliese Tintzmann-Briemer,Government,1,[2022]
CUST-DE-000070,Miss Harriet Fletcher,Consumer,1,[2022]
CUST-DE-000071,Phillip Jordan,Corporate,1,"[2022, 2023]"
CUST-DE-000072,Gionata Ruggieri,Corporate,1,"[2023, 2024]"
CUST-DE-000073,Nicoletta Bevilacqua-Paoletti,Consumer,1,"[2023, 2024]"
CUST-DE-000074,Julius Schwaighofer,Corporate,1,"[2023, 2024]"
CUST-DE-000075,Etta Palazzo,Consumer,1,"[2022, 2023]"
CUST-DE-000076,Beatrice Fantini,Corporate,1,[2022]
CUST-DE-000077,Beate Roht,Consumer,1,"[2022, 2023]"
CUST-DE-000078,Dr Marc Skinner,Corporate,1,[2022]
CUST-DE-000079,Emma Heigl,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000080,Prof. Christopher Kitzler,Corporate,1,[2022]
CUST-DE-000081,Bernadette Mayr-Sigl,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000082,Susan Burke-Patterson,Government,1,"[2022, 2023]"
CUST-DE-000083,Emilian Hutterer,Corporate,1,"[2022, 2023]"
CUST-DE-000084,Kirstin Schlosser,Consumer,1,[2022]
CUST-DE-000085,Dr Joanne Davies,Corporate,1,"[2022, 2023]"
CUST-DE-000086,Reece White,Consumer,1,"[2022, 2023]"
CUST-DE-000087,Franz Josef Staude,Consumer,1,[2022]
CUST-DE-000088,Fernando Kruschwitz,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000089,Catharina Seidl,Consumer,1,[2022]
CUST-DE-000090,Sig. Gabriele Bresciani,Corporate,1,"[2023, 2024]"
CUST-DE-000091,Robby Hesse,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000092,Isa Casale,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000093,Mr Joshua Carroll,Consumer,1,"[2023, 2024]"
CUST-DE-000094,Umberto Chindamo-Treves,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000095,Lee Ali,Consumer,1,"[2023, 2024]"
CUST-DE-000096,Ing. Laura Lenz,Consumer,1,"[2023, 2024]"
CUST-DE-000097,Sandra Cicala,Corporate,1,[2022]
CUST-DE-000098,Geraldine O'Neill,Corporate,1,[2022]
CUST-DE-000099,Nela Fink,Consumer,1,[2022]
CUST-DE-000100,Sig. Pierluigi Gaito,Corporate,1,"[2022, 2023]"
CUST-DE-000101,Pauline Jovanovic,Consumer,1,"[2022, 2023]"
CUST-DE-000102,Annabelle Leopold-Häusler,Consumer,1,"[2022, 2023]"
CUST-DE-000103,Louis Barnett-Johnson,Corporate,1,"[2023, 2024]"
CUST-DE-000104,Isabell Krein,Corporate,1,"[2022, 2023]"
CUST-DE-000105,Mohammad Butte,Corporate,1,[2022]
CUST-DE-000106,Jan Biedermann,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000107,Franz Josef Schwital,Government,1,"[2022, 2023]"
CUST-DE-000108,Dott. Clelia Lupo,Corporate,1,[2022]
CUST-DE-000109,Marion Hall,Government,1,"[2023, 2024]"
CUST-DE-000110,Donatella Montalti,Consumer,1,[2022]
CUST-DE-000111,Michaela Frank-Leutgeb,Corporate,1,[2022]
CUST-DE-000112,Charles Clarke,Consumer,1,"[2023, 2024]"
CUST-DE-000113,Clive Pearson,Corporate,1,"[2023, 2024]"
CUST-DE-000114,Norah Krall,Consumer,1,[2022]
CUST-DE-000115,Mr Gerald Singh,Corporate,1,"[2023, 2024]"
CUST-DE-000116,Alwine Heintze-Schulz,Corporate,1,"[2023, 2024]"
CUST-DE-000117,Ing. Andy Weimer,Consumer,1,"[2023, 2024]"
CUST-DE-000118,Irene Jordan,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000119,Patricia Kitzmann,Consumer,1,[2022]
CUST-DE-000120,Anna-Maria Resch,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000121,Nadine Metzler,Consumer,1,"[2023, 2024]"
CUST-DE-000122,Sig.ra Evangelista Morellato,Corporate,1,"[2022, 2023]"
CUST-DE-000123,Antonello Bernardi,Corporate,1,[2022]
CUST-DE-000124,Mrs Donna Waters,Government,1,[2022]
CUST-DE-000125,Shirley Davies,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000126,Isabel Lintner,Consumer,1,"[2022, 2023]"
CUST-DE-000127,Mrs Katy Young,Consumer,1,[2022]
CUST-DE-000128,Sig. Manuel Guarana,Corporate,1,[2022]
CUST-DE-000129,Donald Koch,Consumer,1,"[2022, 2023]"
CUST-DE-000130,Sylvio Pruschke B.Eng.,Consumer,1,"[2023, 2024]"
CUST-DE-000131,Mr Malcolm Davies,Consumer,1,"[2022, 2023]"
CUST-DE-000132,Ugo Pausini-Gualandi,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000133,Univ.Prof. Fabio Bitschnau,Consumer,1,[2022]
CUST-DE-000134,Antonietta Almagià,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000135,Mila Blum,Consumer,1,[2022]
CUST-DE-000136,Natalia Leitner,Consumer,1,"[2022, 2023]"
CUST-DE-000137,Artur Hendriks,Government,1,"[2022, 2023, 2024]"
CUST-DE-000138,Harro Hamann-Mans,Corporate,1,"[2022, 2023]"
CUST-DE-000139,Prof. Norma Kreusel,Consumer,1,[2022]
CUST-DE-000140,Dr. Ioannis Hartmann,Consumer,1,[2022]
CUST-DE-000141,Dr Edward Newton,Corporate,1,[2022]
CUST-DE-000142,Lukas Zangerl,Consumer,1,"[2022, 2023]"
CUST-DE-000143,Olga Finetti,Consumer,1,"[2022, 2023]"
CUST-DE-000144,Morena Scamarcio,Government,1,"[2022, 2023]"
CUST-DE-000145,Gianni Antelami-Casaleggio,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000146,Univ.Prof. Harry Hering,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000147,Lydia Bailey-Wilkinson,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000148,Carl Koppensteiner,Corporate,1,"[2023, 2024]"
CUST-DE-000149,Micheletto Giacometti,Consumer,1,"[2022, 2023]"
CUST-DE-000150,Gino Boccioni,Consumer,1,"[2023, 2024]"
CUST-DE-000151,Ilaria Giannotti-Palombi,Consumer,1,"[2023, 2024]"
CUST-DE-000152,Mario Gartner-Fichtinger,Consumer,1,"[2022, 2023]"
CUST-DE-000153,Grit Sauer,Government,1,"[2023, 2024]"
CUST-DE-000154,Thaddäus Kroker-Förster,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000155,Ian Kirk,Consumer,1,"[2022, 2023]"
CUST-DE-000156,Dr Glen Perkins,Consumer,1,"[2022, 2023]"
CUST-DE-000157,Emily Sharp,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000158,Prof. Mark Felder,Consumer,1,"[2023, 2024]"
CUST-DE-000159,Matheo Trinkl,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000160,Janna Meyer,Consumer,1,"[2022, 2023]"
CUST-DE-000161,Giancarlo Vitturi,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000162,Louis Law,Consumer,1,"[2022, 2023]"
CUST-DE-000163,Leonora Schmuck,Consumer,1,"[2022, 2023]"
CUST-DE-000164,Brigitte Schleich,Consumer,1,"[2022, 2023]"
CUST-DE-000165,Dr. Leticia Steiner,Consumer,1,"[2022, 2023]"
CUST-DE-000166,Annunziata Fornaciari,Corporate,1,"[2022, 2023]"
CUST-DE-000167,Miroslawa Weinhold,Consumer,1,"[2022, 2023]"
CUST-DE-000168,Dr Hollie Wood,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000169,Debra Davies-Rogers,Corporate,1,"[2023, 2024]"
CUST-DE-000170,Olga Biagi,Government,1,"[2023, 2024]"
CUST-DE-000171,Mrs Grace Johnson,Consumer,1,"[2022, 2023]"
CUST-DE-000172,Herr Adrian Hecker B.Eng.,Corporate,1,[2022]
CUST-DE-000173,Hagen Spieß,Consumer,1,"[2022, 2023]"
CUST-DE-000174,Tobias Hackl,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000175,Ela Klausner,Corporate,1,[2022]
CUST-DE-000176,Marcello Pizzetti,Consumer,1,[2022]
CUST-DE-000177,Joshua Wohlmuth,Consumer,1,[2022]
CUST-DE-000178,Nina Scandone,Consumer,1,"[2022, 2023]"
CUST-DE-000179,Harald Krebs,Corporate,1,[2022]
CUST-DE-000180,Lynda Khan,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000181,Maria Smith,Corporate,1,"[2022, 2023]"
CUST-DE-000182,Claire Andrews,Consumer,1,"[2022, 2023]"
CUST-DE-000183,Glenn Moore-Edwards,Corporate,1,"[2023, 2024]"
CUST-DE-000184,Cecilia Reinisch,Consumer,1,"[2023, 2024]"
CUST-DE-000185,Dr. Vivian Radl,Government,1,"[2022, 2023]"
CUST-DE-000186,Gertraud Walter,Corporate,1,"[2022, 2023]"
CUST-DE-000187,Matthias Wirth,Consumer,1,[2022]
CUST-DE-000188,Frau Giuseppina Hornich B.A.,Government,1,[2022]
CUST-DE-000189,Leopold Klammer,Corporate,1,[2022]
CUST-DE-000190,Reece Haynes-Roberts,Consumer,1,[2022]
CUST-DE-000191,Henri Oberhauser,Consumer,1,"[2023, 2024]"
CUST-DE-000192,Marta Barbarigo,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000193,Angelica Sanudo-Petralli,Consumer,1,[2022]
CUST-DE-000194,Gesche Oderwald-Birnbaum,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000195,Nancy Beer,Consumer,1,[2022]
CUST-DE-000196,Teresa Luzi-Fogazzaro,Consumer,1,"[2022, 2023]"
CUST-DE-000197,Fortunata Fornaciari,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000198,Rosa Henk,Consumer,1,[2022]
CUST-DE-000199,Eraldo Montalti,Consumer,1,[2022]
CUST-DE-000200,Karl-Werner Förster,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000201,Sig. Lando Miniati,Consumer,1,"[2023, 2024]"
CUST-DE-000202,Vera Lassnig,Consumer,1,"[2022, 2023]"
CUST-DE-000203,Rachel Pearce,Consumer,1,"[2023, 2024]"
CUST-DE-000204,Ismail Amann,Corporate,1,[2022]
CUST-DE-000205,Kalina Seifert-Reich,Consumer,1,[2022]
CUST-DE-000206,Harriet Hudson,Consumer,1,"[2022, 2023]"
CUST-DE-000207,Virgilio Donarelli,Consumer,1,"[2022, 2023]"
CUST-DE-000208,Prof. Berthold Pärtzelt,Consumer,1,[2022]
CUST-DE-000209,Katarina Jahn,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000210,Pomponio Liverotti,Consumer,1,[2022]
CUST-DE-000211,Nedda Vismara,Government,1,"[2022, 2023]"
CUST-DE-000212,Dott. Raffaele Civaschi,Corporate,1,"[2023, 2024]"
CUST-DE-000213,Rene Speer-Tintzmann,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000214,Dipl.-Ing. Andreas Pfister,Government,1,"[2022, 2023]"
CUST-DE-000215,Vivian Stockhammer-Strauß,Consumer,1,"[2022, 2023]"
CUST-DE-000216,Paula Hill,Consumer,1,"[2023, 2024]"
CUST-DE-000217,Lewis Yates,Consumer,1,"[2022, 2023]"
CUST-DE-000218,Noah Schwendinger,Government,1,"[2022, 2023, 2024]"
CUST-DE-000219,Trevor Robertson,Consumer,1,"[2023, 2024]"
CUST-DE-000220,Marcel Leutgeb,Consumer,1,"[2022, 2023]"
CUST-DE-000221,Eric Taylor-Bowen,Consumer,1,"[2022, 2023]"
CUST-DE-000222,Dariusz Mans B.Sc.,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000223,Marie-Louise Hofbauer-Heinzl,Government,1,"[2022, 2023]"
CUST-DE-000224,Prof. Hugo Doppler,Corporate,1,"[2023, 2024]"
CUST-DE-000225,Silvio Amaldi,Corporate,1,"[2022, 2023]"
CUST-DE-000226,Paride Peano,Consumer,1,"[2023, 2024]"
CUST-DE-000227,Zoey Schantl-Krall,Consumer,1,"[2022, 2023]"
CUST-DE-000228,Gislinde Roskoth B.A.,Consumer,1,[2022]
CUST-DE-000229,Dott. Paride Sgalambro,Consumer,1,[2022]
CUST-DE-000230,Hannah Armstrong,Government,1,"[2022, 2023]"
CUST-DE-000231,Dott. Bartolomeo Federici,Corporate,1,[2022]
CUST-DE-000232,Frau Freia Barth B.Eng.,Consumer,1,"[2022, 2023]"
CUST-DE-000233,Paul Rieder,Government,1,"[2022, 2023]"
CUST-DE-000234,Susanna Coardi,Consumer,1,[2022]
CUST-DE-000235,Miss Kathryn Howard,Government,1,[2022]
CUST-DE-000236,Jodie Cole,Government,1,[2022]
CUST-DE-000237,Samir Röhricht,Corporate,1,"[2022, 2023]"
CUST-DE-000238,Jacob Stoiber,Corporate,1,"[2023, 2024]"
CUST-DE-000239,Karl-Josef Gertz,Corporate,1,"[2023, 2024]"
CUST-DE-000240,Giulio Mondadori,Consumer,1,"[2023, 2024]"
CUST-DE-000241,Ugo Saraceno-Costanzi,Corporate,1,[2022]
CUST-DE-000242,Ella Bernhard,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000243,Douglas Hancock,Consumer,1,[2022]
CUST-DE-000244,Fredo Saracino,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000245,Dr Elliot Walsh,Consumer,1,[2022]
CUST-DE-000246,Chiara Simeoni-Vivaldi,Government,1,"[2023, 2024]"
CUST-DE-000247,Salih Pohl,Consumer,1,"[2023, 2024]"
CUST-DE-000248,Bernardo Cammarata,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000249,Lotta Pirker,Corporate,1,"[2022, 2023]"
CUST-DE-000250,Dipl.-Ing. Liam Klingler,Consumer,1,"[2022, 2023]"
CUST-DE-000251,Giorgio Barkholz-Gnatz,Consumer,1,"[2023, 2024]"
CUST-DE-000252,Judith Young,Corporate,1,[2022]
CUST-DE-000253,Chelsea Berry,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000254,Annamaria Dibiasi,Consumer,1,"[2022, 2023]"
CUST-DE-000255,Pierangelo Bernini,Consumer,1,"[2023, 2024]"
CUST-DE-000256,Prof. Tristan Reinisch,Consumer,1,"[2023, 2024]"
CUST-DE-000257,Graziella Zanichelli-Sansoni,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000258,Alexandar Lintner,Government,1,"[2023, 2024]"
CUST-DE-000259,Osvaldo Boccherini,Government,1,[2022]
CUST-DE-000260,Delfino Aulenti,Government,1,"[2022, 2023]"
CUST-DE-000261,Federigo Pininfarina,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000262,Irene Zobel,Consumer,1,[2022]
CUST-DE-000263,Aylin Wandl,Consumer,1,"[2023, 2024]"
CUST-DE-000264,Regina Ziegert-Hesse,Consumer,1,"[2022, 2023]"
CUST-DE-000265,Sergio Butte,Consumer,1,[2022]
CUST-DE-000266,Dott. Sabatino Balla,Consumer,1,[2022]
CUST-DE-000267,Terry Nelson,Consumer,1,"[2022, 2023]"
CUST-DE-000268,Hans-Heinrich Kallert,Corporate,1,[2022]
CUST-DE-000269,Damien Kennedy,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000270,Mr Stanley Davies,Corporate,1,"[2022, 2023]"
CUST-DE-000271,Saverio Pezzali,Consumer,1,[2022]
CUST-DE-000272,Dr. Manuel Holzapfel B.Eng.,Consumer,1,"[2022, 2023]"
CUST-DE-000273,Stacey Wilson,Consumer,1,"[2022, 2023]"
CUST-DE-000274,Lucie Wiener,Corporate,1,"[2022, 2023]"
CUST-DE-000275,Mrs Amanda Begum,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000276,Mina Gerlach-Fischer,Consumer,1,"[2022, 2023]"
CUST-DE-000277,Samir Junitz,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000278,Andre Wulf,Corporate,1,"[2023, 2024]"
CUST-DE-000279,Reinhard Fliegner-Steinberg,Corporate,1,[2022]
CUST-DE-000280,Justin Lehner,Consumer,1,[2022]
CUST-DE-000281,Dott. Claudia Ortolani,Consumer,1,[2022]
CUST-DE-000282,Marc Ford,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000283,Lorena Eberhard,Consumer,1,"[2022, 2023]"
CUST-DE-000284,Jovana Mann,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000285,Viktor Kreidl,Consumer,1,"[2023, 2024]"
CUST-DE-000286,Cameron Frost,Corporate,1,"[2022, 2023]"
CUST-DE-000287,Erdmute Putz,Corporate,1,[2022]
CUST-DE-000288,Alina Sgarbi,Consumer,1,"[2022, 2023]"
CUST-DE-000289,Nicola Morrison-Taylor,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000290,Charlotte Obermüller-Wiesbauer,Consumer,1,"[2022, 2023]"
CUST-DE-000291,Olaf Krein-Bauer,Corporate,1,"[2022, 2023]"
CUST-DE-000292,Dipl.-Ing. Mia Eichberger,Consumer,1,"[2023, 2024]"
CUST-DE-000293,Natalie Frühwirth,Corporate,1,[2022]
CUST-DE-000294,Dr Chelsea Walsh,Corporate,1,"[2023, 2024]"
CUST-DE-000295,Camilla Pacetti,Corporate,1,"[2023, 2024]"
CUST-DE-000296,Micheletto Serraglio,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000297,Theo Hertrampf B.A.,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000298,Nino Basadonna-Maderno,Consumer,1,"[2022, 2023]"
CUST-DE-000299,Nicholas Kurzmann,Consumer,1,[2022]
CUST-DE-000300,Vittoria Folliero,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000301,Donatello Capone,Consumer,1,[2022]
CUST-DE-000302,Amadeo Ricci,Consumer,1,[2022]
CUST-DE-000303,Aurelia Riepl,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000304,Prof. Miroslawa Röhrdanz,Corporate,1,"[2023, 2024]"
CUST-DE-000305,Ann Martin,Consumer,1,"[2022, 2023]"
CUST-DE-000306,Marian Kirk,Consumer,1,[2022]
CUST-DE-000307,Prof. Noel Horn,Consumer,1,"[2022, 2023]"
CUST-DE-000308,Carolina Pizziol-Iacobucci,Consumer,1,[2022]
CUST-DE-000309,Miss Brenda Booth,Government,1,"[2022, 2023, 2024]"
CUST-DE-000310,Univ.Prof. Siena Höller,Corporate,1,"[2022, 2023]"
CUST-DE-000311,Miss Georgina Wells,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000312,Loretta Cainero,Consumer,1,"[2023, 2024]"
CUST-DE-000313,Sarah Jackson,Consumer,1,"[2022, 2023]"
CUST-DE-000314,Korbinian Seifert B.Sc.,Consumer,1,"[2023, 2024]"
CUST-DE-000315,Dott. Lidia Bresciani,Corporate,1,[2022]
CUST-DE-000316,Bogdan Klotz,Consumer,1,"[2022, 2023]"
CUST-DE-000317,Herr Nathan Lindorfer,Consumer,1,[2022]
CUST-DE-000318,Valentina Gritti,Consumer,1,"[2022, 2023]"
CUST-DE-000319,Vito Froschauer,Government,1,[2022]
CUST-DE-000320,Herr Sebastian Seifert,Consumer,1,[2022]
CUST-DE-000321,Dennis Jenkins,Government,1,[2022]
CUST-DE-000322,Owen Richardson,Consumer,1,[2022]
CUST-DE-000323,Donato Pedroni,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000324,Lawrence Collier,Corporate,1,"[2022, 2023]"
CUST-DE-000325,Merlin Prohaska,Consumer,1,"[2022, 2023]"
CUST-DE-000326,Dr. Leopold Widmann,Corporate,1,[2022]
CUST-DE-000327,Lennard Reiner,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000328,Sarina Patberg,Government,1,"[2022, 2023]"
CUST-DE-000329,Marie Maringer,Corporate,1,"[2022, 2023]"
CUST-DE-000330,Gianmarco Veltroni,Corporate,1,[2022]
CUST-DE-000331,Leone Colletti,Consumer,1,"[2022, 2023]"
CUST-DE-000332,Aron Marx,Corporate,1,"[2022, 2023]"
CUST-DE-000333,Marta Pesendorfer,Corporate,1,"[2022, 2023]"
CUST-DE-000334,Jane Hein,Consumer,1,[2022]
CUST-DE-000335,Britta Klingelhöfer,Consumer,1,[2022]
CUST-DE-000336,Maurice Bohlander-Stadelmann,Corporate,1,"[2022, 2023]"
CUST-DE-000337,Leonard Ryan,Government,1,"[2022, 2023]"
CUST-DE-000338,Kristiane Thies-Wende,Consumer,1,"[2022, 2023]"
CUST-DE-000339,Univ.Prof. Charlotte Maringer,Consumer,1,[2022]
CUST-DE-000340,Dott. Adelmo Goldoni,Corporate,1,[2022]
CUST-DE-000341,Dean Robertson,Consumer,1,"[2022, 2023]"
CUST-DE-000342,Ing. Viola Pechel B.Eng.,Government,1,"[2023, 2024]"
CUST-DE-000343,Gerhard Ruppersberger,Consumer,1,"[2023, 2024]"
CUST-DE-000344,Oliver Knaus,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000345,Erwin Horn,Government,1,"[2022, 2023, 2024]"
CUST-DE-000346,Cameron Knowles-Porter,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000347,Rosalia Cerutti,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000348,Gislinde Otto-Mude,Corporate,1,"[2022, 2023]"
CUST-DE-000349,Owen Patel,Consumer,1,[2022]
CUST-DE-000350,Gianna Oliboni,Consumer,1,[2022]
CUST-DE-000351,Ing. Cecilia Maurer,Consumer,1,"[2022, 2023, 2024]"
CUST-DE-000352,Riccardo Cossiga,Consumer,1,"[2022, 2023]"
CUST-DE-000353,Flavio Moretti,Corporate,1,"[2022, 2023]"
CUST-DE-000354,Boris Scheiber,Consumer,1,"[2022, 2023]"
CUST-DE-000355,Natascha Neubauer,Government,1,[2022]
CUST-DE-000356,Ylvie Hager,Consumer,1,"[2022, 2023]"
CUST-DE-000357,Leonie Meister,Consumer,1,[2022]
CUST-DE-000358,Mrs Joanne Jones,Consumer,1,"[2022, 2023]"
CUST-DE-000359,Sam Lassnig,Consumer,1,[2022]
CUST-DE-000360,Hansjürgen Davids,Consumer,1,[2022]
CUST-DE-000361,Marcantonio Emo,Government,1,"[2022, 2023]"
CUST-DE-000362,Univ.Prof. Hans-Christian Baum,Consumer,1,"[2022, 2023]"
CUST-DE-000363,Rebecca Cooper,Government,1,"[2023, 2024]"
CUST-DE-000364,Boris Schleich-auch Schlauchin,Corporate,1,"[2022, 2023, 2024]"
CUST-DE-000365,Joan Chapman,Consumer,1,[2022]
CUST-DE-000366,Frau Kathrin Gierschner,Consumer,1,[2022]
CUST-DE-000367,Lynne Palmer,Consumer,1,[2022]
